sex,age,realhrwage,wave,sch,annlabinc,region,female
1,53,20.3179969787598,2009,13.0,50000.0,1.0,0
1,55,60.2873382568359,2007,18.0,60000.0,1.0,0
1,30,17.3588447570801,1981,12.0,15500.0,3.0,0
1,30,8.92606067657471,1990,12.0,12260.0,4.0,0
1,63,2.9883987903595,1981,7.0,2000.0,3.0,0
1,46,25.2000007629395,2011,18.0,63000.0,1.0,0
1,52,9.43570518493652,1990,12.0,12000.0,2.0,0
1,27,5.4936203956604,2007,11.0,6650.0,3.0,0
1,58,15.8903512954712,2007,16.0,38500.0,3.0,0
1,26,9.42247104644775,2009,8.0,371.0,3.0,0
1,52,13.0337810516357,2007,11.0,27000.0,1.0,0
1,37,10.9004926681519,1999,12.0,18000.0,4.0,0
1,50,25.8697280883789,2007,12.0,54000.0,2.0,0
1,30,12.8987655639648,1990,16.0,25000.0,2.0,0
1,28,24.6134757995605,1981,12.0,23000.0,2.0,0
1,27,19.2627182006836,1981,15.0,25000.0,3.0,0
1,42,47.9166679382324,2011,18.0,115000.0,2.0,0
1,42,7.33465051651001,1981,12.0,1650.0,3.0,0
1,64,27.1271705627441,1981,12.0,24058.0,4.0,0
1,28,26.6714572906494,1981,14.0,27000.0,2.0,0
1,57,16.5094547271729,2007,12.0,56000.0,1.0,0
1,29,22.2984848022461,2007,13.0,48000.0,1.0,0
1,39,26.0605278015137,2007,12.0,45000.0,4.0,0
1,33,11.4808435440063,1999,11.0,18200.0,3.0,0
1,45,36.4295997619629,1999,13.0,55000.0,2.0,0
1,49,29.2125644683838,2007,15.0,49000.0,4.0,0
1,31,30.0,2011,12.0,15000.0,2.0,0
1,43,30.9503555297852,2009,16.0,68000.0,3.0,0
1,38,11.5508375167847,1981,12.0,17000.0,3.0,0
1,34,9.85832691192627,1999,17.0,22000.0,2.0,0
1,27,59.3696174621582,1999,13.0,88000.0,4.0,0
1,46,23.9097766876221,2009,16.0,45000.0,3.0,0
1,62,16.8331699371338,2007,12.0,40000.0,1.0,0
1,36,32.5865592956543,2011,18.0,80000.0,4.0,0
1,48,21.565092086792,1999,12.0,35000.0,3.0,0
1,31,27.2420101165771,2009,16.0,72000.0,3.0,0
1,51,57.7507591247559,2011,14.0,95000.0,1.0,0
1,33,31.9081840515137,1990,17.0,42000.0,4.0,0
1,33,12.361159324646,1999,12.0,24300.0,3.0,0
1,27,7.19424438476562,2011,12.0,1000.0,4.0,0
1,29,24.7320919036865,1999,14.0,50000.0,4.0,0
1,39,27.361177444458,2007,,59000.0,3.0,0
1,49,11.5663900375366,2011,12.0,22300.0,4.0,0
1,47,43.130184173584,1999,16.0,70000.0,2.0,0
1,40,10.0506076812744,1990,13.0,8385.0,2.0,0
1,58,7.67906761169434,2011,12.0,15481.0,3.0,0
1,47,11.7752246856689,1999,11.0,20000.0,4.0,0
1,46,45.4187240600586,1999,16.0,105000.0,1.0,0
1,30,21.7864933013916,2011,12.0,50000.0,2.0,0
1,27,16.8404598236084,1981,12.0,14600.0,2.0,0
1,37,19.3020973205566,2009,12.0,9120.0,3.0,0
1,26,14.4467935562134,2011,16.0,41000.0,2.0,0
1,42,27.5947589874268,1999,12.0,35000.0,2.0,0
1,53,54.7507476806641,2007,16.0,150000.0,3.0,0
1,39,13.2834882736206,1990,12.0,18000.0,2.0,0
1,30,34.1364212036133,2009,18.0,75000.0,2.0,0
1,63,28.3692321777344,1999,12.0,29000.0,4.0,0
1,43,26.8024654388428,2009,14.0,62000.0,3.0,0
1,39,14.1846160888672,1999,12.0,29000.0,2.0,0
1,36,18.8261184692383,2009,13.0,53000.0,2.0,0
1,45,18.9189186096191,2011,12.0,21000.0,1.0,0
1,32,25.0063152313232,1981,12.0,23194.0,2.0,0
1,48,10.5944957733154,1981,5.0,11000.0,3.0,0
1,43,18.4732627868652,1981,12.0,19500.0,1.0,0
1,41,24.0783996582031,1981,13.0,22000.0,4.0,0
1,34,22.9690971374512,1990,14.0,30000.0,1.0,0
1,30,13.6954917907715,1999,11.0,28000.0,3.0,0
1,31,13.7440996170044,1999,12.0,34800.0,1.0,0
1,57,15.2224073410034,1990,12.0,18372.0,2.0,0
1,47,20.4597644805908,2007,12.0,40000.0,2.0,0
1,61,25.8877964019775,2007,16.0,47283.0,1.0,0
1,52,12.1619653701782,2007,16.0,34000.0,3.0,0
1,45,45.5024871826172,1981,8.0,35000.0,2.0,0
1,34,20.8642253875732,1999,12.0,25200.0,4.0,0
1,60,30.6604175567627,2007,13.0,72000.0,4.0,0
1,31,19.2880973815918,1981,14.0,19000.0,4.0,0
1,49,15.9198322296143,2007,11.0,54000.0,3.0,0
1,32,10.2403001785278,1990,11.0,14000.0,3.0,0
1,33,51.5,2011,18.0,103000.0,2.0,0
1,35,27.2112159729004,1999,14.0,68000.0,2.0,0
1,54,47.0215873718262,2009,14.0,109697.0,4.0,0
1,42,57.0073852539062,1990,16.0,87000.0,3.0,0
1,45,20.82594871521,2009,12.0,41000.0,3.0,0
1,34,25.9481887817383,1990,12.0,33000.0,1.0,0
1,50,30.6155834197998,1999,14.0,52000.0,2.0,0
1,51,68.8453140258789,2011,16.0,158000.0,3.0,0
1,39,7.56066131591797,1990,12.0,10000.0,3.0,0
1,41,35.6225280761719,1999,16.0,60000.0,1.0,0
1,34,14.0587453842163,1990,12.0,29063.0,2.0,0
1,40,18.7322559356689,1990,13.0,21000.0,1.0,0
1,57,13.9220342636108,1999,16.0,26000.0,3.0,0
1,50,31.3595924377441,1981,18.0,36250.0,2.0,0
1,28,5.30828762054443,1981,12.0,6391.0,2.0,0
1,38,43.0627059936523,1999,12.0,70500.0,2.0,0
1,50,15.9373464584351,2007,12.0,30000.0,2.0,0
1,60,13.0796241760254,1981,2.0,11000.0,3.0,0
1,48,19.3887157440186,2009,14.0,67600.0,4.0,0
1,28,19.295919418335,1990,12.0,28000.0,3.0,0
1,32,13.0365581512451,2007,14.0,19000.0,3.0,0
1,32,26.4731464385986,1990,12.0,47000.0,3.0,0
1,45,21.7105255126953,2011,12.0,49500.0,2.0,0
1,46,41.0630569458008,2007,14.0,75000.0,1.0,0
1,40,20.3979682922363,1990,13.0,31000.0,3.0,0
1,33,17.7650585174561,1990,9.0,32500.0,2.0,0
1,42,25.3195533752441,1981,17.0,34000.0,4.0,0
1,49,35.7736206054688,1981,16.0,26000.0,4.0,0
1,41,17.9902458190918,1999,12.0,29000.0,3.0,0
1,25,7.6530613899231,2011,13.0,15000.0,2.0,0
1,43,14.222599029541,2009,11.0,42000.0,2.0,0
1,54,16.1995277404785,2011,12.0,20541.0,2.0,0
1,49,30.4769973754883,2009,12.0,30000.0,3.0,0
1,36,12.5225744247437,1981,9.0,11550.0,2.0,0
1,34,39.0,2011,16.0,78000.0,3.0,0
1,29,24.330228805542,1990,12.0,33000.0,2.0,0
1,44,33.1318778991699,1981,12.0,43000.0,2.0,0
1,26,23.1152629852295,1981,14.0,20000.0,1.0,0
1,50,38.148078918457,2009,14.0,92000.0,3.0,0
1,42,17.7374305725098,2007,12.0,40000.0,4.0,0
1,53,35.4784851074219,2007,12.0,81000.0,4.0,0
1,53,6.8642725944519,2007,0.0,6000.0,3.0,0
1,29,27.1172904968262,1981,9.0,23885.0,3.0,0
1,49,26.417444229126,1981,12.0,24000.0,3.0,0
1,54,12.7551021575928,2011,12.0,25000.0,3.0,0
1,37,15.7585754394531,1999,10.0,37918.0,1.0,0
1,52,34.9909934997559,1981,14.0,26400.0,2.0,0
1,34,77.2083892822266,2009,18.0,190000.0,1.0,0
1,46,30.6704063415527,1981,16.0,30000.0,2.0,0
1,36,23.6829490661621,2009,14.0,27322.0,2.0,0
1,58,17.9358692169189,2007,12.0,32358.0,1.0,0
1,34,37.7019538879395,1981,17.0,23960.0,1.0,0
1,54,15.0927753448486,2009,12.0,29000.0,2.0,0
1,36,14.6831130981445,1990,12.0,18300.0,1.0,0
1,37,17.0,2011,12.0,35360.0,4.0,0
1,44,21.5520915985107,2007,12.0,48000.0,3.0,0
1,53,18.9669971466064,1981,10.0,15500.0,3.0,0
1,40,27.0533103942871,2007,12.0,72000.0,1.0,0
1,25,19.7268810272217,1981,12.0,17000.0,1.0,0
1,35,19.6158046722412,1981,16.0,25000.0,1.0,0
1,39,23.4438438415527,2009,12.0,54000.0,2.0,0
1,50,51.1279754638672,2011,12.0,85895.0,1.0,0
1,57,34.0,2011,12.0,85000.0,3.0,0
1,35,21.1737747192383,2007,15.0,49170.0,1.0,0
1,44,21.0616779327393,1999,13.0,42000.0,3.0,0
1,32,14.5736389160156,2007,12.0,37700.0,3.0,0
1,31,13.6388130187988,1981,14.0,13500.0,3.0,0
1,26,9.090744972229,1999,10.0,14840.0,3.0,0
1,48,46.0725593566895,2009,16.0,100000.0,1.0,0
1,40,25.0415344238281,1981,12.0,15600.0,1.0,0
1,42,3.10077524185181,2011,13.0,7200.0,2.0,0
1,42,13.4653148651123,1999,12.0,21600.0,1.0,0
1,48,15.8452024459839,1999,12.0,27000.0,3.0,0
1,39,20.6755485534668,1981,18.0,20000.0,3.0,0
1,58,26.5,2011,14.0,53000.0,3.0,0
1,44,21.4593887329102,1999,12.0,42000.0,1.0,0
1,26,19.0211791992188,1981,16.0,21000.0,3.0,0
1,30,17.784553527832,2011,16.0,35000.0,3.0,0
1,37,15.7810974121094,2007,13.0,30000.0,1.0,0
1,53,24.0,2011,12.0,60000.0,3.0,0
1,35,16.3854827880859,2009,17.0,32000.0,2.0,0
1,25,19.3020973205566,2009,15.0,29640.0,3.0,0
1,34,38.3255233764648,2007,16.0,70000.0,1.0,0
1,45,24.3621082305908,2009,18.0,60000.0,2.0,0
1,29,13.0023355484009,1981,16.0,18000.0,4.0,0
1,54,26.249547958374,2007,16.0,49656.0,4.0,0
1,50,34.5744667053223,2011,14.0,65000.0,1.0,0
1,46,30.5213813781738,1999,14.0,48000.0,1.0,0
1,35,15.5416603088379,2007,12.0,21000.0,2.0,0
1,35,19.3236713409424,2011,12.0,40000.0,2.0,0
1,58,10.9893016815186,2009,12.0,18000.0,3.0,0
1,35,22.8898429870605,2011,14.0,48000.0,4.0,0
1,59,9.2865686416626,2007,11.0,18000.0,2.0,0
1,37,13.2052602767944,1981,12.0,10900.0,3.0,0
1,38,23.6703338623047,1981,10.0,15565.0,3.0,0
1,64,4.0,2011,17.0,1500.0,3.0,0
1,43,13.1916790008545,1999,12.0,22800.0,4.0,0
1,39,21.1954021453857,1999,12.0,35000.0,2.0,0
1,57,17.6470584869385,2011,12.0,36000.0,4.0,0
1,40,20.9922847747803,1981,12.0,23158.0,1.0,0
1,49,35.3805046081543,1981,12.0,30000.0,4.0,0
1,37,23.4975509643555,2009,13.0,48295.0,2.0,0
1,34,11.7716617584229,1981,12.0,11000.0,3.0,0
1,46,22.2222213745117,2011,13.0,43800.0,3.0,0
1,44,7.06729173660278,1999,11.0,7280.0,3.0,0
1,46,40.6445960998535,1999,16.0,90000.0,4.0,0
1,29,20.9834499359131,1999,15.0,33000.0,1.0,0
1,53,166.560852050781,2011,16.0,157400.0,3.0,0
1,43,9.52206134796143,1999,11.0,18000.0,1.0,0
1,42,17.336446762085,1981,12.0,15000.0,3.0,0
1,44,11.8299922943115,1999,12.0,20000.0,1.0,0
1,48,2.46305418014526,2011,12.0,1000.0,3.0,0
1,32,16.2362289428711,1981,15.0,19000.0,3.0,0
1,56,15.4101753234863,1981,16.0,12000.0,4.0,0
1,40,120.451637268066,2007,18.0,275000.0,2.0,0
1,34,30.6261577606201,1990,12.0,43000.0,4.0,0
1,62,22.0610446929932,2011,16.0,73000.0,3.0,0
1,33,16.8856887817383,2007,16.0,29000.0,2.0,0
1,62,6.98080921173096,1981,4.0,6040.0,3.0,0
1,63,19.617000579834,2011,13.0,42000.0,3.0,0
1,26,29.5261211395264,1990,16.0,42000.0,1.0,0
1,33,18.9744091033936,2011,16.0,57834.0,3.0,0
1,47,13.8364524841309,2009,10.0,26695.0,4.0,0
1,26,11.4396963119507,1981,11.0,9700.0,2.0,0
1,32,11.0083227157593,1990,12.0,35000.0,3.0,0
1,26,15.6187076568604,1981,12.0,14730.0,3.0,0
1,34,29.099006652832,2007,17.0,82000.0,3.0,0
1,43,8.51818752288818,1981,12.0,6600.0,2.0,0
1,33,15.5131206512451,1990,10.0,23300.0,3.0,0
1,27,8.65415000915527,2007,16.0,15000.0,3.0,0
1,60,28.5721855163574,2009,13.0,54000.0,4.0,0
1,34,13.2013063430786,1981,14.0,11445.0,3.0,0
1,55,21.634614944458,2011,14.0,54000.0,3.0,0
1,56,20.0128269195557,1999,12.0,33000.0,2.0,0
1,64,17.0,2011,14.0,11152.0,3.0,0
1,32,20.8037376403809,1981,12.0,18000.0,4.0,0
1,44,17.4416561126709,1999,10.0,46000.0,1.0,0
1,59,17.2702980041504,2009,12.0,51000.0,1.0,0
1,33,23.4612350463867,1981,14.0,21700.0,3.0,0
1,28,12.1355133056641,1981,12.0,10500.0,3.0,0
1,53,39.7185211181641,1981,8.0,32991.0,4.0,0
1,45,17.5238933563232,1990,8.0,22732.0,3.0,0
1,60,57.6080207824707,1999,17.0,106000.0,4.0,0
1,27,12.3221750259399,1990,12.0,16000.0,4.0,0
1,30,6.51171398162842,1981,12.0,3203.0,2.0,0
1,56,8.898362159729,1999,13.0,12000.0,3.0,0
1,57,18.2577991485596,1990,10.0,23893.0,2.0,0
1,31,26.0616130828857,1990,13.0,37453.0,4.0,0
1,31,8.34608173370361,1981,13.0,14800.0,2.0,0
1,63,20.9866199493408,1981,12.0,7000.0,4.0,0
1,49,24.693675994873,1999,12.0,40000.0,1.0,0
1,51,27.0249767303467,2007,13.0,72529.0,2.0,0
1,31,13.6279249191284,2009,16.0,22000.0,3.0,0
1,48,32.5793800354004,2007,12.0,65000.0,2.0,0
1,26,5.37647008895874,1990,12.0,8400.0,3.0,0
1,50,37.0553359985352,2011,12.0,75000.0,2.0,0
1,27,9.37753772735596,2009,16.0,9600.0,2.0,0
1,52,30.3487606048584,1990,17.0,55000.0,1.0,0
1,49,10.3849802017212,2007,12.0,24000.0,3.0,0
1,57,22.3272438049316,1981,8.0,17000.0,3.0,0
1,58,28.3947162628174,2009,16.0,54000.0,4.0,0
1,55,13.65074634552,1981,12.0,6000.0,2.0,0
1,56,33.2454071044922,1999,16.0,47500.0,2.0,0
1,42,14.9773092269897,1990,12.0,20000.0,3.0,0
1,46,7.14128065109253,1990,12.0,9300.0,3.0,0
1,29,23.3520927429199,1990,12.0,32000.0,3.0,0
1,42,28.8722743988037,1990,14.0,35250.0,2.0,0
1,46,11.0658168792725,1981,11.0,9000.0,1.0,0
1,28,20.2548923492432,1981,13.0,17788.0,4.0,0
1,38,50.9583206176758,1981,14.0,56921.0,3.0,0
1,38,22.9513244628906,1981,11.0,28000.0,3.0,0
1,50,32.0942344665527,1990,12.0,48000.0,2.0,0
1,63,19.9048080444336,1981,18.0,24800.0,2.0,0
1,52,20.7797718048096,2009,18.0,36000.0,2.0,0
1,51,8.3970308303833,1999,12.0,13800.0,3.0,0
1,50,20.3475875854492,1999,16.0,40000.0,2.0,0
1,25,12.6318244934082,1981,16.0,10995.0,3.0,0
1,31,15.5494890213013,2009,12.0,30000.0,4.0,0
1,27,16.7999992370605,2011,16.0,42000.0,3.0,0
1,47,11.1111106872559,2011,13.0,20000.0,4.0,0
1,43,22.2827224731445,1981,12.0,18200.0,3.0,0
1,47,24.06618309021,1990,10.0,37493.0,2.0,0
1,33,23.9824180603027,1990,16.0,30500.0,3.0,0
1,48,22.0607662200928,1990,12.0,35000.0,3.0,0
1,61,51.1058311462402,2009,12.0,83357.0,3.0,0
1,31,14.7849464416504,2011,17.0,44000.0,3.0,0
1,55,24.0105037689209,2007,12.0,62000.0,4.0,0
1,53,46.4616813659668,1981,16.0,40200.0,1.0,0
1,49,73.2177124023438,2007,16.0,131000.0,1.0,0
1,56,14.5128555297852,2009,15.0,48000.0,2.0,0
1,37,17.336446762085,1981,12.0,16500.0,4.0,0
1,62,15.735164642334,1990,12.0,24504.0,4.0,0
1,37,24.3815975189209,2009,14.0,60000.0,3.0,0
1,53,26.2673435211182,1981,12.0,25000.0,1.0,0
1,39,3.36538457870483,2011,12.0,7000.0,2.0,0
1,31,19.5365371704102,2009,13.0,50000.0,3.0,0
1,42,46.526496887207,1999,17.0,36000.0,4.0,0
1,28,11.396312713623,2009,18.0,35000.0,2.0,0
1,55,10.1589984893799,2009,16.0,4700.0,3.0,0
1,55,23.0662860870361,2007,12.0,65000.0,3.0,0
1,28,19.3703327178955,1981,14.0,18000.0,3.0,0
1,27,14.5379009246826,1981,16.0,14000.0,3.0,0
1,40,9.12147426605225,2007,12.0,22100.0,3.0,0
1,26,18.8439655303955,1981,11.0,15000.0,1.0,0
1,49,25.9158134460449,2009,12.0,50000.0,3.0,0
1,25,16.6310577392578,1981,12.0,14217.0,2.0,0
1,25,19.2771091461182,2011,16.0,40000.0,1.0,0
1,28,18.5314693450928,2011,13.0,53000.0,2.0,0
1,49,22.7850589752197,1999,12.0,43000.0,2.0,0
1,54,51.7871780395508,2009,16.0,107000.0,4.0,0
1,55,18.803035736084,1990,12.0,22000.0,3.0,0
1,28,24.6910762786865,1981,12.0,24600.0,3.0,0
1,63,21.679084777832,2007,12.0,40000.0,3.0,0
1,28,14.811972618103,1990,14.0,3127.0,2.0,0
1,62,28.7651081085205,2007,14.0,49000.0,4.0,0
1,43,18.7730712890625,1999,12.0,31000.0,2.0,0
1,46,25.4744186401367,1990,13.0,41080.0,2.0,0
1,30,25.7084865570068,2009,14.0,62000.0,4.0,0
1,37,26.1592483520508,1981,13.0,22000.0,2.0,0
1,41,8.62039279937744,1990,12.0,10700.0,1.0,0
1,49,18.4565162658691,2007,12.0,35000.0,3.0,0
1,30,15.1395750045776,1999,12.0,30000.0,3.0,0
1,54,12.8248348236084,2009,18.0,17800.0,2.0,0
1,43,16.0268669128418,1999,12.0,37757.0,4.0,0
1,36,21.2810173034668,1999,10.0,29000.0,3.0,0
1,36,16.9930629730225,1990,12.0,25123.0,2.0,0
1,46,43.6019706726074,1999,15.0,84000.0,3.0,0
1,49,45.6118354797363,2009,17.0,110000.0,4.0,0
1,45,14.7185297012329,2007,11.0,55000.0,3.0,0
1,34,16.5094547271729,2007,17.0,32000.0,3.0,0
1,44,14.624828338623,1999,11.0,23000.0,3.0,0
1,43,20.4870738983154,1999,12.0,37600.0,2.0,0
1,28,13.5706043243408,1981,14.0,12000.0,4.0,0
1,50,39.9822387695312,1999,14.0,83000.0,1.0,0
1,29,24.5591793060303,2009,16.0,52000.0,3.0,0
1,61,85.8439102172852,1981,18.0,96000.0,1.0,0
1,28,16.4907665252686,1981,10.0,11700.0,4.0,0
1,32,17.7019062042236,1981,18.0,15500.0,3.0,0
1,53,24.7663536071777,1981,6.0,15000.0,3.0,0
1,46,32.8802947998047,1990,16.0,35000.0,3.0,0
1,37,10.0473613739014,2009,14.0,27000.0,3.0,0
1,37,21.2601795196533,1990,12.0,31702.0,1.0,0
1,27,4.73811197280884,2011,12.0,13551.0,3.0,0
1,35,13.2575759887695,2011,12.0,35000.0,3.0,0
1,55,32.5966300964355,1981,16.0,23000.0,1.0,0
1,34,24.1779499053955,2011,12.0,62500.0,3.0,0
1,62,14.3094491958618,1981,4.0,13000.0,3.0,0
1,26,17.7809715270996,1981,10.0,12000.0,3.0,0
1,50,22.2222213745117,2011,12.0,47000.0,1.0,0
1,26,6.94569206237793,1981,11.0,2500.0,2.0,0
1,45,26.221118927002,1999,12.0,40000.0,4.0,0
1,32,24.5509128570557,2009,13.0,29000.0,2.0,0
1,25,11.6044492721558,2011,12.0,30775.0,3.0,0
1,36,5.26463460922241,1990,12.0,9561.0,4.0,0
1,25,17.8041381835938,1999,17.0,28000.0,3.0,0
1,56,28.703218460083,2011,12.0,57062.0,4.0,0
1,30,15.4857158660889,1981,18.0,16400.0,2.0,0
1,46,55.5041465759277,1990,18.0,90000.0,3.0,0
1,35,16.0116004943848,1990,11.0,23000.0,3.0,0
1,28,13.8104629516602,1981,12.0,16000.0,3.0,0
1,30,32.8200035095215,1981,14.0,21468.0,3.0,0
1,31,13.8461542129517,2011,13.0,45000.0,2.0,0
1,31,13.2776966094971,1981,11.0,11000.0,3.0,0
1,54,8.77575206756592,2007,12.0,16601.0,2.0,0
1,27,17.336446762085,1981,8.0,15000.0,3.0,0
1,50,15.6536512374878,1999,12.0,29000.0,3.0,0
1,25,14.9614610671997,1999,13.0,24000.0,4.0,0
1,36,18.5395812988281,2007,16.0,34000.0,3.0,0
1,31,32.3711624145508,1999,16.0,70000.0,3.0,0
1,29,64.8232955932617,1999,16.0,131000.0,1.0,0
1,47,38.2572059631348,2007,12.0,80000.0,3.0,0
1,36,28.665433883667,1990,12.0,43200.0,1.0,0
1,58,7.55531930923462,2009,16.0,13000.0,3.0,0
1,44,17.4347839355469,1990,13.0,20000.0,4.0,0
1,26,17.3391571044922,1981,13.0,16000.0,1.0,0
1,37,15.0,2011,12.0,29400.0,2.0,0
1,50,4.58401298522949,1990,18.0,6850.0,1.0,0
1,61,80.9523773193359,2011,16.0,238000.0,1.0,0
1,61,12.4194097518921,2007,9.0,19200.0,3.0,0
1,38,17.1838607788086,2007,12.0,49000.0,2.0,0
1,30,23.4743824005127,2007,11.0,63000.0,4.0,0
1,49,35.1352005004883,1981,12.0,38000.0,4.0,0
1,37,25.5503482818604,2007,15.0,65000.0,1.0,0
1,56,47.1106719970703,2007,12.0,120464.0,1.0,0
1,62,21.1538467407227,2011,17.0,55000.0,4.0,0
1,29,18.7363834381104,2011,12.0,43000.0,2.0,0
1,30,24.1218223571777,1990,12.0,30800.0,3.0,0
1,57,61.8676643371582,1999,16.0,90000.0,2.0,0
1,43,11.7476406097412,1990,14.0,15000.0,4.0,0
1,47,8.8709888458252,1981,8.0,7000.0,3.0,0
1,38,25.2565269470215,1999,15.0,36900.0,4.0,0
1,29,35.7156410217285,1990,17.0,50600.0,1.0,0
1,50,30.0383987426758,1981,12.0,21000.0,2.0,0
1,27,15.6220283508301,1990,10.0,12000.0,3.0,0
1,42,7.55357456207275,1981,6.0,6614.0,3.0,0
1,45,32.2981376647949,2011,12.0,78000.0,1.0,0
1,27,14.7810335159302,1981,12.0,13000.0,3.0,0
1,44,17.6334819793701,2009,18.0,34715.0,2.0,0
1,29,29.5654029846191,2007,17.0,54000.0,3.0,0
1,36,8.23877811431885,1981,5.0,7271.0,3.0,0
1,36,10.3581953048706,2009,14.0,26000.0,2.0,0
1,56,34.670581817627,1981,8.0,14999.0,2.0,0
1,30,8.4781608581543,1999,11.0,20800.0,3.0,0
1,43,82.0214996337891,2007,16.0,180000.0,4.0,0
1,56,54.1813278198242,2009,14.0,120000.0,3.0,0
1,35,13.2530040740967,1990,14.0,20765.0,2.0,0
1,27,23.7763805389404,2009,14.0,44000.0,4.0,0
1,26,16.3041572570801,1999,14.0,34000.0,3.0,0
1,36,36.376766204834,2007,14.0,72000.0,3.0,0
1,47,51.2155647277832,1990,18.0,78161.0,3.0,0
1,43,23.9295101165771,1990,14.0,32000.0,3.0,0
1,37,13.3921432495117,1990,11.0,22056.0,2.0,0
1,30,22.3908519744873,1981,10.0,17000.0,3.0,0
1,40,22.6361598968506,1990,12.0,19000.0,1.0,0
1,34,19.6522197723389,2007,13.0,38000.0,4.0,0
1,39,42.3291625976562,2009,18.0,65000.0,4.0,0
1,51,22.9621810913086,1981,9.0,9000.0,2.0,0
1,57,21.3114223480225,1981,16.0,7514.0,1.0,0
1,52,24.6140174865723,1999,13.0,60000.0,4.0,0
1,46,24.4436111450195,2007,15.0,61000.0,4.0,0
1,52,7.82599544525146,1999,11.0,3200.0,2.0,0
1,53,22.5128936767578,2007,14.0,30000.0,1.0,0
1,27,7.38188982009888,2011,15.0,15000.0,2.0,0
1,31,10.962028503418,1981,16.0,15000.0,3.0,0
1,46,23.8976192474365,1990,12.0,31000.0,3.0,0
1,44,11.2461242675781,2009,12.0,30000.0,3.0,0
1,52,5.20250797271729,1999,12.0,90.0,3.0,0
1,28,13.298602104187,1999,12.0,21960.0,4.0,0
1,39,10.1327180862427,1981,12.0,8000.0,3.0,0
1,53,21.2855224609375,2009,14.0,44000.0,3.0,0
1,38,22.854284286499,1981,10.0,17777.0,3.0,0
1,29,16.5159797668457,2007,15.0,34075.0,3.0,0
1,26,15.6155500411987,1981,17.0,14700.0,1.0,0
1,45,7.74431085586548,2007,12.0,12124.0,1.0,0
1,32,29.4525604248047,2009,12.0,69000.0,4.0,0
1,27,24.1375598907471,1981,12.0,17000.0,1.0,0
1,33,18.4922103881836,1981,16.0,24000.0,3.0,0
1,39,21.0414638519287,2007,12.0,40000.0,3.0,0
1,51,26.8056983947754,1999,13.0,52000.0,4.0,0
1,30,21.4762744903564,1990,12.0,31000.0,2.0,0
1,29,13.5402736663818,2007,12.0,26043.0,3.0,0
1,30,16.1163215637207,1999,16.0,33000.0,4.0,0
1,38,10.7888879776001,1990,17.0,17700.0,3.0,0
1,33,22.9725513458252,1990,12.0,29800.0,3.0,0
1,30,28.4670734405518,1981,12.0,25000.0,3.0,0
1,30,19.4733123779297,1990,11.0,33000.0,3.0,0
1,38,24.216329574585,1999,16.0,33000.0,3.0,0
1,29,14.0127592086792,1981,12.0,12100.0,3.0,0
1,40,41.3119239807129,2007,16.0,83000.0,1.0,0
1,45,17.2772102355957,2009,12.0,35000.0,1.0,0
1,51,29.7353610992432,2009,12.0,85000.0,2.0,0
1,61,37.4493942260742,2011,12.0,74000.0,2.0,0
1,41,12.2281179428101,1999,11.0,21000.0,3.0,0
1,59,15.6802730560303,1999,16.0,29000.0,3.0,0
1,31,11.4333562850952,1981,10.0,9200.0,1.0,0
1,48,27.436616897583,1999,13.0,37000.0,1.0,0
1,49,15.0013370513916,2011,12.0,11221.0,3.0,0
1,30,5.9269905090332,1981,14.0,8500.0,1.0,0
1,41,13.7795696258545,2011,16.0,30756.0,2.0,0
1,54,16.2780704498291,1999,11.0,32000.0,1.0,0
1,29,6.6954550743103,1981,12.0,2100.0,2.0,0
1,32,37.0762710571289,2011,17.0,140000.0,4.0,0
1,25,11.0099449157715,1981,12.0,5287.0,3.0,0
1,51,11.7027683258057,2009,10.0,23500.0,1.0,0
1,32,23.1267280578613,1990,12.0,22000.0,3.0,0
1,38,12.962963104248,2011,16.0,28000.0,2.0,0
1,25,9.44283103942871,1981,12.0,5760.0,3.0,0
1,43,12.2741870880127,2007,12.0,35000.0,3.0,0
1,35,29.2408065795898,1981,17.0,25300.0,3.0,0
1,41,28.4894485473633,1990,14.0,30000.0,3.0,0
1,35,20.7326507568359,2009,17.0,50000.0,3.0,0
1,25,62.9423027038574,2007,16.0,183000.0,3.0,0
1,35,18.574764251709,1981,12.0,27000.0,1.0,0
1,62,18.0124111175537,2009,15.0,30000.0,3.0,0
1,40,30.0326251983643,1990,15.0,55000.0,3.0,0
1,43,20.6169815063477,1990,14.0,36000.0,1.0,0
1,60,17.778247833252,2009,12.0,35000.0,2.0,0
1,44,3.52366805076599,1981,2.0,2500.0,3.0,0
1,34,18.1455879211426,1990,12.0,36000.0,4.0,0
1,60,20.3125,2011,16.0,26000.0,3.0,0
1,61,21.2919578552246,2007,16.0,40000.0,2.0,0
1,33,51.0638313293457,2011,16.0,120000.0,4.0,0
1,27,32.1934394836426,2007,17.0,75000.0,2.0,0
1,53,18.1410694122314,2009,13.0,50000.0,3.0,0
1,29,21.0123691558838,1981,13.0,25380.0,2.0,0
1,47,99.598030090332,2009,18.0,200000.0,2.0,0
1,61,7.78445625305176,1990,3.0,9504.0,3.0,0
1,40,14.5714063644409,1981,7.0,14587.0,3.0,0
1,47,37.7182388305664,1981,18.0,41120.0,4.0,0
1,47,9.45475482940674,2007,15.0,32000.0,4.0,0
